t,x_foot,z_foot,phi_leg,phi_body,len_leg,ddt_x_foot,ddt_z_foot,ddt_phi_leg,ddt_phi_body,ddt_len_leg,fsm_state,u1,u2
4.8900791098e-01,-5.6051607055e-02,-3.7374097603e-02,1.2578794340e-01,-5.0490369077e-04,6.2393713522e-01,-1.1956907242e-01,-1.4755459830e-01,5.0578018664e-01,2.7615499293e-02,2.6310904775e-01,1,3.5000000000e+01,9.0955988190e+00
4.9042477498e-01,-5.6222186006e-02,-3.7583552565e-02,1.2650578197e-01,-4.6633819642e-04,6.2434213657e-01,-1.2115001412e-01,-1.4751490853e-01,5.0749740314e-01,2.6821997957e-02,3.0797521053e-01,1,3.5000000000e+01,9.1555544077e+00
4.9194576329e-01,-5.6407514362e-02,-3.7805777663e-02,1.2727907630e-01,-4.2619144676e-04,6.2484502841e-01,-1.2249639059e-01,-1.4425007444e-01,5.0933111330e-01,2.5967944667e-02,3.5283373816e-01,1,3.5000000000e+01,9.2203402696e+00
4.9358611061e-01,-5.6609458651e-02,-3.8037809781e-02,1.2811615994e-01,-3.8435238064e-04,6.2546171006e-01,-1.2369021329e-01,-1.3833318361e-01,5.1127982927e-01,2.5043967347e-02,3.9871734311e-01,1,3.5000000000e+01,9.2907053424e+00
4.9536457878e-01,-5.6830446973e-02,-3.8276819610e-02,1.2902729362e-01,-3.4070612305e-04,6.2621365557e-01,-1.2480098356e-01,-1.3023091046e-01,5.1333580437e-01,2.4038291455e-02,4.4665299437e-01,1,3.5000000000e+01,9.3675785679e+00
4.9730488572e-01,-5.7073668353e-02,-3.8520004830e-02,1.3002542471e-01,-2.9513304083e-04,6.2712998190e-01,-1.2588678264e-01,-1.2030713145e-01,5.1548368003e-01,2.2935882545e-02,4.9770595699e-01,1,3.5000000000e+01,9.4521385713e+00
4.9834491698e-01,-5.7204881484e-02,-3.8642246754e-02,1.3056211966e-01,-2.7158739261e-04,6.2766169267e-01,-1.2643557314e-01,-1.1474861999e-01,5.1658457913e-01,2.2342560218e-02,5.2475717216e-01,1,3.5000000000e+01,9.4977586799e+00
4.9943748143e-01,-5.7343327576e-02,-3.8764386782e-02,1.3112713397e-01,-2.4751805270e-04,6.2825048035e-01,-1.2699519266e-01,-1.0882625520e-01,5.1769783352e-01,2.1717379633e-02,5.5303167673e-01,1,3.5000000000e+01,9.5459020611e+00
5.0058786848e-01,-5.7489753124e-02,-3.8885974353e-02,1.3172333643e-01,-2.2291430329e-04,6.2890375367e-01,-1.2757008586e-01,-1.0255788325e-01,5.1881790935e-01,2.1056989418e-02,5.8269992989e-01,1,3.5000000000e+01,9.5968325363e+00
5.0180218737e-01,-5.7645025783e-02,-3.9006499884e-02,1.3235403353e-01,-1.9776883941e-04,6.2963031543e-01,-1.2816412798e-01,-9.5955247174e-02,5.1993791540e-01,2.0357534016e-02,6.1394876929e-01,1,3.5000000000e+01,9.6508548302e+00
5.0308753572e-01,-5.7810158826e-02,-3.9125373031e-02,1.3302305749e-01,-1.7207952470e-04,6.3044068827e-01,-1.2878062321e-01,-8.9023868578e-02,5.2104925520e-01,1.9614557861e-02,6.4698566138e-01,1,3.5000000000e+01,9.7083228728e+00
5.0445221012e-01,-5.7986341767e-02,-3.9241894160e-02,1.3373487567e-01,-1.4585190037e-04,6.3134753549e-01,-1.2942228237e-01,-8.1762839711e-02,5.2214116113e-01,1.8822887811e-02,6.8204386909e-01,1,3.5000000000e+01,9.7696501432e+00
5.0590596976e-01,-5.8174978731e-02,-3.9355216364e-02,1.3449472641e-01,-1.1910280748e-04,6.3236620814e-01,-1.3009116860e-01,-7.4164509677e-02,5.2320006458e-01,1.7976489533e-02,7.1938873319e-01,1,3.5000000000e+01,9.8353225586e+00
5.0746036470e-01,-5.8377736298e-02,-3.9464294177e-02,1.3530878668e-01,-9.1865682400e-05,6.3351545988e-01,-1.3078859293e-01,-6.6214057096e-02,5.2420873636e-01,1.7068294338e-02,7.5932524496e-01,1,3.5000000000e+01,9.9059144383e+00
5.0912913787e-01,-5.8596602230e-02,-3.9567813425e-02,1.3618437482e-01,-6.4198411596e-05,6.3481838094e-01,-1.3151493054e-01,-5.7888967576e-02,5.2514510339e-01,1.6089996676e-02,8.0220695797e-01,1,3.5000000000e+01,9.9821079232e+00
5.1092869761e-01,-5.8833954714e-02,-3.9664094267e-02,1.3713018398e-01,-3.6195170415e-05,6.3630360693e-01,-1.3226930898e-01,-4.9158504861e-02,5.2598061042e-01,1.5031833864e-02,8.4844586112e-01,1,3.5000000000e+01,1.0064715566e+01
5.1287861754e-01,-5.9092636215e-02,-3.9750956664e-02,1.3815651935e-01,-8.0045563093e-06,6.3800683706e-01,-1.3304908678e-01,-3.9983441689e-02,5.2667795435e-01,1.3882389583e-02,8.9852166191e-01,1,3.5000000000e+01,1.0154703791e+01
5.1500201140e-01,-5.9376010596e-02,-3.9825535689e-02,1.3927545182e-01,2.0142285507e-05,6.3997259282e-01,-1.3384898556e-01,-3.0316744476e-02,5.2718800512e-01,1.2628537943e-02,9.5298592202e-01,1,3.5000000000e+01,1.0253209475e+01
5.1732535345e-01,-5.9687942925e-02,-3.9884039402e-02,1.4050065030e-01,4.7888024711e-05,6.4225581343e-01,-1.3465965647e-01,-2.0106894296e-02,5.2744585402e-01,1.1255824440e-02,1.0124491985e+00,1,3.5000000000e+01,1.0361528202e+01
5.1987667860e-01,-6.0032550858e-02,-3.9921473985e-02,1.4184631566e-01,7.4683684313e-05,6.4492197081e-01,-1.3546538596e-01,-9.3075860745e-03,5.2736654467e-01,9.7499707672e-03,1.0775232748e+00,1,3.5000000000e+01,1.0481021560e+01
5.2098506465e-01,-6.0182878256e-02,-3.9929253474e-02,1.4243076344e-01,8.5128465442e-05,6.4613190453e-01,-1.3578616187e-01,-4.7422449920e-03,5.2721401483e-01,9.0970245397e-03,1.1057016642e+00,1,3.5000000000e+01,1.0533082620e+01
5.2209512347e-01,-6.0333778652e-02,-3.9932013701e-02,1.4301588416e-01,9.4864257713e-05,6.4737493210e-01,-1.3608890595e-01,-2.4279243571e-04,5.2698979384e-01,8.4442249792e-03,1.1338576227e+00,1,3.5000000000e+01,1.0585298299e+01
5.2456483737e-01,-6.0670464022e-02,-3.9917743995e-02,1.4431680709e-01,1.1394446591e-04,6.5024959997e-01,-1.3647435550e-01,1.2920935621e-02,5.2657646059e-01,7.0149506824e-03,1.1928376667e+00,1,3.5000000000e+01,1.0701444602e+01
5.2637008009e-01,-6.0916856901e-02,-3.9882520075e-02,1.4526735030e-01,1.2568989183e-04,6.5243831101e-01,-1.3646644256e-01,2.6653627115e-02,5.2656050216e-01,6.0025076745e-03,1.2313859883e+00,1,3.5000000000e+01,1.0786160174e+01
5.2818355732e-01,-6.1164191839e-02,-3.9819273902e-02,1.4622245388e-01,1.3567598487e-04,6.5470381703e-01,-1.3628348979e-01,4.3588568726e-02,5.2682725392e-01,5.0158973061e-03,1.2665786638e+00,1,3.5000000000e+01,1.0871094183e+01
5.2984248587e-01,-6.1390061351e-02,-3.9732424105e-02,1.4709680055e-01,1.4326755676e-04,6.5682975056e-01,-1.3601111435e-01,6.1462674393e-02,5.2732171601e-01,4.1408555415e-03,1.2960397487e+00,1,3.5000000000e+01,1.0948657075e+01
5.3141132419e-01,-6.1603200126e-02,-3.9621586503e-02,1.4792458526e-01,1.4913046804e-04,6.5888352343e-01,-1.3569798399e-01,8.0081666437e-02,5.2799270553e-01,3.3371338732e-03,1.3218720733e+00,1,3.5000000000e+01,1.1021917316e+01
5.3292979681e-01,-6.1809007613e-02,-3.9485507777e-02,1.4872692440e-01,1.5362059859e-04,6.6090875147e-01,-1.3537212691e-01,9.9316343974e-02,5.2880185385e-01,2.5801987671e-03,1.3453662202e+00,1,3.5000000000e+01,1.1092773259e+01
5.3441790048e-01,-6.2010217426e-02,-3.9323179063e-02,1.4951450070e-01,1.5691987924e-04,6.6292723857e-01,-1.3505431945e-01,1.1894971722e-01,5.2971022677e-01,1.8569159771e-03,1.3673196743e+00,1,3.5000000000e+01,1.1162195831e+01
5.3588805084e-01,-6.2208548413e-02,-3.9133787022e-02,1.5029395902e-01,1.5913459713e-04,6.6495291215e-01,-1.3476099934e-01,1.3873272027e-01,5.3067620714e-01,1.1585004908e-03,1.3883366543e+00,1,3.5000000000e+01,1.1230799229e+01
5.3734933836e-01,-6.2405281068e-02,-3.8916664497e-02,1.5107014554e-01,1.6032881737e-04,6.6699673320e-01,-1.3450545791e-01,1.5840341454e-01,5.3165491167e-01,4.7807845576e-04,1.4089330800e+00,1,3.5000000000e+01,1.1299040416e+01
5.3880923432e-01,-6.2601487450e-02,-3.8671265722e-02,1.5184700226e-01,1.6053765049e-04,6.6906867023e-01,-1.3429848959e-01,1.7769231204e-01,5.3259775206e-01,-1.9028470996e-04,1.4295808025e+00,1,3.5000000000e+01,1.1367298793e+01
5.4027449468e-01,-6.2798152454e-02,-3.8397139348e-02,1.5262803729e-01,1.5977302786e-04,6.7117880064e-01,-1.3414875421e-01,1.9632401673e-01,5.3345196275e-01,-8.5208553554e-04,1.4507317418e+00,1,3.5000000000e+01,1.1435918126e+01
5.4175178458e-01,-6.2996257367e-02,-3.8093886828e-02,1.5341664612e-01,1.5802562272e-04,6.7333816159e-01,-1.3406297222e-01,2.1401751408e-01,5.3415996313e-01,-1.5127100620e-03,1.4728347221e+00,1,3.5000000000e+01,1.1505235266e+01
5.4324824866e-01,-6.3196856257e-02,-3.7761092784e-02,1.5421640156e-01,1.5526396062e-04,6.7555964064e-01,-1.3404601661e-01,2.3048548971e-01,5.3465837592e-01,-2.1777128967e-03,1.4963509618e+00,1,3.5000000000e+01,1.1575606216e+01
5.4477219555e-01,-6.3401168016e-02,-3.7398203559e-02,1.5503139971e-01,1.5143051356e-04,6.7785916390e-01,-1.3410093908e-01,2.4543231089e-01,5.3487639201e-01,-2.8531348493e-03,1.5217729989e+00,1,3.5000000000e+01,1.1647437424e+01
5.4633412609e-01,-6.3610715304e-02,-3.7004303894e-02,1.5586677976e-01,1.4643326015e-04,6.8025758465e-01,-1.3422896034e-01,2.5854953757e-01,5.3473285670e-01,-3.5459702225e-03,1.5496538351e+00,1,3.5000000000e+01,1.1721233046e+01
5.4794857939e-01,-6.3827574947e-02,-3.6577672435e-02,1.5672966097e-01,1.4012856607e-04,6.8278414437e-01,-1.3442946734e-01,2.6950624361e-01,5.3413064549e-01,-4.2650063079e-03,1.5806603688e+00,1,3.5000000000e+01,1.1797680382e+01
5.4963805756e-01,-6.4054911634e-02,-3.6114784050e-02,1.5763114510e-01,1.3228380264e-04,6.8548384289e-01,-1.3470013311e-01,2.7792696905e-01,5.3294450277e-01,-5.0226232546e-03,1.6156883731e+00,1,3.5000000000e+01,1.1877832661e+01
5.5144335531e-01,-6.4298384436e-02,-3.5607598053e-02,1.5859161467e-01,1.2248028132e-04,6.8843669971e-01,-1.3503761807e-01,2.8333391699e-01,5.3098953561e-01,-5.8395713370e-03,1.6561658256e+00,1,3.5000000000e+01,1.1963592628e+01
5.5346247944e-01,-6.4571448496e-02,-3.5033104714e-02,1.5966079906e-01,1.0975885461e-04,6.9182953642e-01,-1.3544158766e-01,2.8494172894e-01,5.2790692155e-01,-6.7630746575e-03,1.7051886679e+00,1,3.5000000000e+01,1.2059542221e+01
5.5563094234e-01,-6.4865609307e-02,-3.4417919443e-02,1.6080098135e-01,9.4008366159e-05,6.9558807957e-01,-1.3585927500e-01,2.8160274410e-01,5.2350862896e-01,-7.7654069408e-03,1.7620625318e+00,1,3.5000000000e+01,1.2162453450e+01
5.5741156830e-01,-6.5107792760e-02,-3.3921713614e-02,1.6172930279e-01,7.9443661992e-05,6.9876950664e-01,-1.3615039779e-01,2.7521759441e-01,5.1905825370e-01,-8.5942934920e-03,1.8117331226e+00,1,3.5000000000e+01,1.2246695563e+01
5.5920875455e-01,-6.5352684806e-02,-3.3435129765e-02,1.6265755608e-01,6.3244621156e-05,7.0207234440e-01,-1.3636122593e-01,2.6581818251e-01,5.1382924855e-01,-9.4328125281e-03,1.8641834167e+00,1,3.5000000000e+01,1.2331322200e+01
5.6088422865e-01,-6.5581247930e-02,-3.2998726097e-02,1.6351393867e-01,4.6786472517e-05,7.0523791048e-01,-1.3645374657e-01,2.5478467816e-01,5.0833235130e-01,-1.0212457370e-02,1.9147595780e+00,1,3.5000000000e+01,1.2409714290e+01
5.6247966706e-01,-6.5798945038e-02,-3.2601728406e-02,1.6432043574e-01,2.9904565332e-05,7.0833196102e-01,-1.3642487567e-01,2.4265208608e-01,5.0259451924e-01,-1.0948946090e-02,1.9640011047e+00,1,3.5000000000e+01,1.2483781187e+01
5.6402491608e-01,-6.6009652377e-02,-3.2236591611e-02,1.6509250779e-01,1.2440521011e-05,7.1140408855e-01,-1.3626909697e-01,2.2979333087e-01,4.9662881884e-01,-1.1652657055e-02,2.0122837894e+00,1,3.5000000000e+01,1.2554861862e+01
5.6553694655e-01,-6.6215494482e-02,-3.1899089377e-02,1.6583880311e-01,-5.6910898098e-06,7.1448256389e-01,-1.3597962441e-01,2.1655443394e-01,4.9046648262e-01,-1.2327920072e-02,2.0596827006e+00,1,3.5000000000e+01,1.2623682698e+01
5.6702709458e-01,-6.6417822398e-02,-3.1586288232e-02,1.6656498787e-01,-2.4546989546e-05,7.1758646952e-01,-1.3554972076e-01,2.0326339892e-01,4.8414626886e-01,-1.2976314138e-02,2.1061450762e+00,1,3.5000000000e+01,1.2690700851e+01
5.6850407314e-01,-6.6617619445e-02,-3.1295735841e-02,1.6727532487e-01,-4.4174674904e-05,7.2073084192e-01,-1.3497304396e-01,1.9023348574e-01,4.7770963365e-01,-1.3598012778e-02,2.1515618857e+00,1,3.5000000000e+01,1.2756245758e+01
5.6997534271e-01,-6.6815683818e-02,-3.1025107097e-02,1.6797338256e-01,-6.4621546499e-05,7.2392905659e-01,-1.3424365200e-01,1.7776659889e-01,4.7119869473e-01,-1.4192356188e-02,2.1957980041e+00,1,3.5000000000e+01,1.2820582267e+01
5.7144791046e-01,-6.7012732436e-02,-3.0772009591e-02,1.6866243548e-01,-8.5941147057e-05,7.2719430059e-01,-1.3335583028e-01,1.6615660937e-01,4.6465507027e-01,-1.4758132196e-02,2.2387076225e+00,1,3.5000000000e+01,1.2883945816e+01
5.7292893836e-01,-6.7209476642e-02,-3.0533845374e-02,1.6934575254e-01,-1.0819934907e-04,7.3054080598e-01,-1.3230375494e-01,1.5569308589e-01,4.5811896577e-01,-1.5293722943e-02,2.2801436285e+00,1,3.5000000000e+01,1.2946567187e+01
5.7442635732e-01,-6.7406694896e-02,-3.0307679284e-02,1.7002686975e-01,-1.3148241505e-04,7.3398522943e-01,-1.3108092965e-01,1.4666624094e-01,4.5162820943e-01,-1.5797176015e-02,2.3199645807e+00,1,3.5000000000e+01,1.3008695234e+01
5.7594967293e-01,-6.7605324568e-02,-3.0090073055e-02,1.7070993003e-01,-1.5590950458e-04,7.3754859775e-01,-1.2967923352e-01,1.3937444444e-01,4.4521694146e-01,-1.6266222678e-02,2.3580415303e+00,1,3.5000000000e+01,1.3070624518e+01
5.7751126750e-01,-6.7806607550e-02,-2.9876825585e-02,1.7140021703e-01,-1.8165472739e-04,7.4125957249e-01,-1.2808719996e-01,1.3413703073e-01,4.3891342904e-01,-1.6698247845e-02,2.3942673043e+00,1,3.5000000000e+01,1.3132738204e+01
5.7912890181e-01,-6.8012369087e-02,-2.9662490027e-02,1.7210516951e-01,-2.0899124219e-04,7.4516082294e-01,-1.2628655793e-01,1.3131892050e-01,4.3273571249e-01,-1.7090202100e-02,2.4285736517e+00,1,3.5000000000e+01,1.3195589431e+01
5.8083149002e-01,-6.8225664248e-02,-2.9439300560e-02,1.7283671709e-01,-2.3839482148e-04,7.4932381292e-01,-1.2424410694e-01,1.3138596361e-01,4.2668110302e-01,-1.7438429437e-02,2.4609723686e+00,1,3.5000000000e+01,1.3260089447e+01
5.8267641168e-01,-6.8452731407e-02,-2.9194089301e-02,1.7361829162e-01,-2.7085661094e-04,7.5389315229e-01,-1.2188718771e-01,1.3506375672e-01,4.2069303276e-01,-1.7738383608e-02,2.4916879519e+00,1,3.5000000000e+01,1.3328076117e+01
5.8483724921e-01,-6.8712992139e-02,-2.8893383382e-02,1.7452047269e-01,-3.0947311725e-04,7.5931102653e-01,-1.1897906060e-01,1.4409400258e-01,4.1448247876e-01,-1.7984780162e-02,2.5218951663e+00,1,3.5000000000e+01,1.3405228122e+01
5.8667391166e-01,-6.8929176062e-02,-2.8618700497e-02,1.7527742583e-01,-3.4262763005e-04,7.6396280023e-01,-1.1642024710e-01,1.5557527721e-01,4.0989212499e-01,-1.8104503951e-02,2.5428734791e+00,1,3.5000000000e+01,1.3468768641e+01
5.8856860848e-01,-6.9147216829e-02,-2.8310067628e-02,1.7605006669e-01,-3.7697967979e-04,7.6879795270e-01,-1.1373369424e-01,1.7073712819e-01,4.0579484143e-01,-1.8142402906e-02,2.5603333678e+00,1,3.5000000000e+01,1.3532437997e+01
5.9028916916e-01,-6.9340792695e-02,-2.8002600100e-02,1.7674543839e-01,-4.0817095332e-04,7.7321438913e-01,-1.1128132552e-01,1.8703084606e-01,4.0259059907e-01,-1.8103209348e-02,2.5728985171e+00,1,3.5000000000e+01,1.3588681663e+01
5.9190631280e-01,-6.9518892833e-02,-2.7686520947e-02,1.7739432069e-01,-4.3737465554e-04,7.7738299125e-01,-1.0898705698e-01,2.0413374158e-01,3.9997198600e-01,-1.8004661138e-02,2.5822514660e+00,1,3.5000000000e+01,1.3640250167e+01
5.9346667820e-01,-6.9687241582e-02,-2.7354283698e-02,1.7801665227e-01,-4.6535871661e-04,7.8141804532e-01,-1.0679962337e-01,2.2188163976e-01,3.9774598686e-01,-1.7855259930e-02,2.5894116960e+00,1,3.5000000000e+01,1.3688881626e+01
5.9499291823e-01,-6.9848633989e-02,-2.7001864246e-02,1.7862219184e-01,-4.9246715730e-04,7.8537454884e-01,-1.0469769096e-01,2.4002841682e-01,3.9578983834e-01,-1.7660036201e-02,2.5950352501e+00,1,3.5000000000e+01,1.3735435005e+01
5.9649869996e-01,-7.0004753021e-02,-2.6626699006e-02,1.7921680834e-01,-5.1888588888e-04,7.8928566315e-01,-1.0267004636e-01,2.5829867161e-01,3.9400634269e-01,-1.7422466277e-02,2.5996365701e+00,1,3.5000000000e+01,1.3780430503e+01
5.9799388214e-01,-7.0156790475e-02,-2.6226929338e-02,1.7980464591e-01,-5.4473324046e-04,7.9317564688e-01,-1.0070886125e-01,2.7640677154e-01,3.9230880523e-01,-1.7145045577e-02,2.6036631481e+00,1,3.5000000000e+01,1.3824234113e+01
5.9948650121e-01,-7.0305684065e-02,-2.5801107161e-02,1.8038895374e-01,-5.7009340474e-04,7.9706480352e-01,-9.8807198504e-02,2.9406132996e-01,3.9061483577e-01,-1.6829508585e-02,2.6075267554e+00,1,3.5000000000e+01,1.3867128170e+01
6.0098379431e-01,-7.0452235537e-02,-2.5348031695e-02,1.8097250576e-01,-5.9503247538e-04,8.0097204989e-01,-9.6957752367e-02,3.1096605804e-01,3.8884295368e-01,-1.6476892373e-02,2.6116201417e+00,1,3.5000000000e+01,1.3909346189e+01
6.0249289626e-01,-7.0597184913e-02,-2.4866618232e-02,1.8155787410e-01,-6.1960810251e-04,8.0491670800e-01,-9.5151985489e-02,3.2681928973e-01,3.8691013576e-01,-1.6087495361e-02,2.6163281516e+00,1,3.5000000000e+01,1.3951094204e+01
6.0402147573e-01,-7.0741270532e-02,-2.4355750239e-02,1.8214766335e-01,-6.4387694567e-04,8.0892019570e-01,-9.3379325962e-02,3.4131237003e-01,3.8472941399e-01,-1.5660732903e-02,2.6220373820e+00,1,3.5000000000e+01,1.3992567287e+01
6.0557850708e-01,-7.0885293826e-02,-2.3814065355e-02,1.8274477900e-01,-6.6790244771e-04,8.1300813673e-01,-9.1626180305e-02,3.5412623830e-01,3.8220673991e-01,-1.5194850624e-02,2.6291475799e+00,1,3.5000000000e+01,1.4033966551e+01
6.0717545306e-01,-7.1030211601e-02,-2.3239588953e-02,1.8335282624e-01,-6.9176581966e-04,8.1721364348e-01,-8.9874425720e-02,3.6492447490e-01,3.7923590631e-01,-1.4686389662e-02,2.6380892354e+00,1,3.5000000000e+01,1.4075522686e+01
6.0882844546e-01,-7.1177301376e-02,-2.2629014794e-02,1.8397683872e-01,-7.1558598170e-04,8.2158340087e-01,-8.8098670670e-02,3.7333863384e-01,3.7568888316e-01,-1.4129136026e-02,2.6493566989e+00,1,3.5000000000e+01,1.4117537842e+01
6.1056309789e-01,-7.1328525068e-02,-2.1976058455e-02,1.8462489167e-01,-7.3956443773e-04,8.2619108601e-01,-8.6260330417e-02,3.7893433282e-01,3.7139426338e-01,-1.3511787093e-02,2.6635823925e+00,1,3.5000000000e+01,1.4160478347e+01
6.1242794995e-01,-7.1487552610e-02,-2.1266744157e-02,1.8531264472e-01,-7.6411487452e-04,8.3117474213e-01,-8.4291441437e-02,3.8111756409e-01,3.6607739917e-01,-1.2811535758e-02,2.6817446498e+00,1,3.5000000000e+01,1.4205238622e+01
6.1455178120e-01,-7.1664176214e-02,-2.0458918386e-02,1.8608290499e-01,-7.9043690717e-04,8.3689544951e-01,-8.2027223513e-02,3.7875664082e-01,3.5910991534e-01,-1.1967359609e-02,2.7060441451e+00,1,3.5000000000e+01,1.4254293805e+01
6.1661744857e-01,-7.1831296562e-02,-1.9683040855e-02,1.8681690812e-01,-8.1426672403e-04,8.4251268375e-01,-7.9768085890e-02,3.7170143353e-01,3.5141082938e-01,-1.1096441242e-02,2.7331624241e+00,1,3.5000000000e+01,1.4299854736e+01
6.1839968492e-01,-7.1971673091e-02,-1.9028644206e-02,1.8743676071e-01,-8.3334188855e-04,8.4740654532e-01,-7.7747464776e-02,3.6214875203e-01,3.4407665692e-01,-1.0302606953e-02,2.7590046708e+00,1,3.5000000000e+01,1.4337297441e+01
6.2018579395e-01,-7.2108666121e-02,-1.8392494236e-02,1.8804431705e-01,-8.5100134454e-04,8.5235898384e-01,-7.5634567533e-02,3.4974634223e-01,3.3614512272e-01,-9.4641334604e-03,2.7867760029e+00,1,3.5000000000e+01,1.4372935982e+01
6.2186118941e-01,-7.2233657157e-02,-1.7817822217e-02,1.8860093349e-01,-8.6616895725e-04,8.5705068930e-01,-7.3556554831e-02,3.3595699512e-01,3.2824741536e-01,-8.6349717634e-03,2.8141068656e+00,1,3.5000000000e+01,1.4404519932e+01
6.2346285749e-01,-7.2349813837e-02,-1.7291339921e-02,1.8912039839e-01,-8.7933646974e-04,8.6157939849e-01,-7.1471158688e-02,3.2124817190e-01,3.2035901138e-01,-7.8000982661e-03,2.8409666829e+00,1,3.5000000000e+01,1.4432931823e+01
6.2501746384e-01,-7.2459284998e-02,-1.6803705308e-02,1.8961231891e-01,-8.9080500756e-04,8.6601644712e-01,-6.9346330944e-02,3.0596328829e-01,3.1246396470e-01,-6.9468287634e-03,2.8673012154e+00,1,3.5000000000e+01,1.4458747101e+01
6.2654084974e-01,-7.2563275830e-02,-1.6349390809e-02,1.9008232932e-01,-9.0072280885e-04,8.7040403379e-01,-6.7162490919e-02,2.9043380397e-01,3.0457833007e-01,-6.0663015260e-03,2.8929467803e+00,1,3.5000000000e+01,1.4482277643e+01
6.2804396278e-01,-7.2662545583e-02,-1.5924459512e-02,1.9053425112e-01,-9.0915933291e-04,8.7477115224e-01,-6.4906107875e-02,2.7497953555e-01,2.9673186528e-01,-5.1511628694e-03,2.9176925482e+00,1,3.5000000000e+01,1.4503710177e+01
6.2953544120e-01,-7.2757619485e-02,-1.5525629063e-02,1.9097101791e-01,-9.1613496295e-04,8.7914057805e-01,-6.2566752572e-02,2.5990870805e-01,2.8895994447e-01,-4.1944922442e-03,2.9413067713e+00,1,3.5000000000e+01,1.4523163971e+01
6.3102285986e-01,-7.2848886333e-02,-1.5149839375e-02,1.9139510958e-01,-9.2163281392e-04,8.8353225767e-01,-6.0135570872e-02,2.4551976903e-01,2.8129994991e-01,-3.1892184508e-03,2.9635468791e+00,1,3.5000000000e+01,1.4540716417e+01
6.3279992329e-01,-7.2950455617e-02,-1.4713284675e-02,1.9188718638e-01,-9.2606325193e-04,8.8880438790e-01,-5.1604152177e-02,2.6127454903e-01,2.7291636609e-01,-1.6539477432e-03,2.9525831682e+00,1,0.0000000000e+00,1.4555257683e+01
6.3457129635e-01,-7.3031706944e-02,-1.4210037568e-02,1.9236576268e-01,-9.2730191931e-04,8.9399493944e-01,-4.0652254741e-02,3.0691097759e-01,2.6796195902e-01,2.8414423772e-04,2.9078577986e+00,1,0.0000000000e+00,1.4562265325e+01
6.3646652392e-01,-7.3099997643e-02,-1.3582709770e-02,1.9287089760e-01,-9.2466559299e-04,8.9946088629e-01,-3.1828715627e-02,3.5478992271e-01,2.6546631353e-01,2.5221296207e-03,2.8604651104e+00,1,0.0000000000e+00,1.4566185214e+01
6.3746622235e-01,-7.3129890753e-02,-1.3215822759e-02,1.9313595715e-01,-9.2153049325e-04,9.0230829644e-01,-2.8062774497e-02,3.7905714487e-01,2.6487386035e-01,3.7552326720e-03,2.8361876127e+00,1,0.0000000000e+00,1.4567097870e+01
6.3850468327e-01,-7.3157222998e-02,-1.2809551383e-02,1.9341083907e-01,-9.1695225483e-04,9.0524082938e-01,-2.4654733689e-02,4.0318574557e-01,2.6456879581e-01,5.0669054498e-03,2.8118231890e+00,1,0.0000000000e+00,1.4567352187e+01
6.3958551083e-01,-7.3182158655e-02,-1.2360848090e-02,1.9369670814e-01,-9.1072530822e-04,9.0826674601e-01,-2.1555939587e-02,4.2683710787e-01,2.6443154613e-01,6.4599679297e-03,2.7876620715e+00,1,0.0000000000e+00,1.4566962388e+01
6.4071292063e-01,-7.3204828901e-02,-1.1866596172e-02,1.9399477792e-01,-9.0261117954e-04,9.1139610957e-01,-1.8721580936e-02,4.4960509909e-01,2.6433358529e-01,7.9381922660e-03,2.7640555684e+00,1,0.0000000000e+00,1.4565927137e+01
6.4189193204e-01,-7.3225330501e-02,-1.1323633183e-02,1.9430632922e-01,-8.9232942890e-04,9.1464140015e-01,-1.6109869490e-02,4.7100510286e-01,2.6413440241e-01,9.5065684822e-03,2.7414250489e+00,1,0.0000000000e+00,1.4564225579e+01
6.4312865643e-01,-7.3243722850e-02,-1.0728766379e-02,1.9463274119e-01,-8.7954464536e-04,9.1801841842e-01,-1.3681035519e-02,4.9046064608e-01,2.6367776730e-01,1.1171721483e-02,2.7202725381e+00,1,0.0000000000e+00,1.4561811464e+01
6.4443074957e-01,-7.3260022416e-02,-1.0078761910e-02,1.9497554658e-01,-8.6384686150e-04,9.2154767347e-01,-1.1396019963e-02,5.0728622668e-01,2.6278685715e-01,1.2942585389e-02,2.7011938005e+00,1,0.0000000000e+00,1.4558604242e+01
6.4580816423e-01,-7.3274192874e-02,-9.3702663461e-03,1.9533653559e-01,-8.4472025660e-04,9.2525663805e-01,-9.2146433928e-03,5.2066341995e-01,2.6125735724e-01,1.4831543287e-02,2.6848958348e+00,1,0.0000000000e+00,1.4554475059e+01
6.4727449864e-01,-7.3286127430e-02,-8.5995617383e-03,1.9571796363e-01,-8.2148921954e-04,9.2918369826e-01,-7.0927965257e-03,5.2960362669e-01,2.5884656234e-01,1.6856480299e-02,2.6722232958e+00,1,0.0000000000e+00,1.4549223451e+01
6.4884434884e-01,-7.3295589106e-02,-7.7647295282e-03,1.9612164510e-01,-7.9331681131e-04,9.3337164649e-01,-4.9845010162e-03,5.3288082686e-01,2.5526752971e-01,1.9037428680e-02,2.6642226894e+00,1,0.0000000000e+00,1.4542559474e+01
